,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Pri Body Col,Sec Body Col,Body Pattern,Num Body Cols,Pri Leg Col,Sec Leg Col,Leg Pattern,Num Leg Cols,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Mean Precipitation,Mean Evapotranspiration,MidRange Latitude,PC1
3777,Bell Groove-Toothed Swamp Rat,Rodentia,Muridae,Pelomys,Pelomys campanae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.11,1017.04,-8.59,0.079891468
3778,Creek Groove-Toothed Swamp Rat,Rodentia,Muridae,Pelomys,Pelomys fallax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.99,929.52,-11.66,0.234677789
3779,Hopkins' Groove-Toothed Swamp Rat,Rodentia,Muridae,Pelomys,Pelomys hopkinsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.09,1231.89,-1.6,-0.2883188
3780,Issel's Groove-Toothed Swamp Rat,Rodentia,Muridae,Pelomys,Pelomys isseli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36,NA
3781,Least Groove-Toothed Swamp Rat,Rodentia,Muridae,Pelomys,Pelomys minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.73,1013.49,-7.74,-0.103267884
3782,Southern Luzon Giant Cloud Rat,Rodentia,Muridae,Phloeomys,Phloeomys cumingi,C5,NA,0,1,C5,B4,4,3,C5,NA,0,1,C5,NA,0,1,254.07,1412,13.7,-2.083612313
3783,Northern Luzon Giant Cloud Rat,Rodentia,Muridae,Phloeomys,Phloeomys pallidus,A1,E5,3,3,A1,E5,6,3,A1,NA,0,1,E5,A1,2,2,225.12,1376.01,16.84,-1.750039305
3784,Javan Tree Rat,Rodentia,Muridae,Pithecheir,Pithecheir melanurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,1619,-6.8,-2.025918519
3785,Malayan Tree Rat,Rodentia,Muridae,Pithecheir,Pithecheir parvus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.25,1632.5,3.42,-1.683752112
3786,Bornean Tree Rat,Rodentia,Muridae,Pithecheirops,Pithecheirops otion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3787,Brass' Brush Mouse,Rodentia,Muridae,Pogonomelomys,Pogonomelomys brassi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3788,Bruijn's Brush Mouse,Rodentia,Muridae,Pogonomelomys,Pogonomelomys bruijnii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.04,1693.58,-3.63,-2.919507068
3789,Shaw Mayer's Brush Mouse,Rodentia,Muridae,Pogonomelomys,Pogonomelomys mayeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.09,1719.97,-5,-2.451015329
3790,Champion's Tree Mouse,Rodentia,Muridae,Pogonomys,Pogonomys championi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,1764,-4.75,-2.66196608
3791,D'entrecasteaux Archipelago Tree Mouse,Rodentia,Muridae,Pogonomys,Pogonomys fergussoniensis,E1,A1,1,2,E1,A1,4,2,E1,A1,2,2,1,E4,6,2,267,NA,-9.69,NA
3792,Loria's Tree Mouse,Rodentia,Muridae,Pogonomys,Pogonomys loriae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.84,1673.14,-5.74,-2.847741449
3793,Chestnut Tree Mouse,Rodentia,Muridae,Pogonomys,Pogonomys macrourus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.55,1688.51,-5.5,-2.532095335
3794,Grey-Bellied Tree Mouse,Rodentia,Muridae,Pogonomys,Pogonomys sylvestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.55,1670.65,-5.63,-2.696931537
3795,Coetzee's Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys coetzeei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3796,Dalton's Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys daltoni,E2,A1,1,2,E2,A1,"4, 6",3,E2,A1,1,2,C4,NA,0,1,102.03,864.81,11.32,0.218311269
3797,De Graaff's Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys degraaffi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3798,East African Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys delectorum,F3,E3,3,4,F3,A1,4,3,A1,NA,0,1,C2,NA,0,1,73.64,922.36,-7.54,0.402849521
3799,Deroo's Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys derooi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.4,1149.19,8.09,-0.231587217
3800,Hartwig's Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys hartwigi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.69,1172.5,5.99,-1.039229435
3801,Jackson's Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys jacksoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.74,1262.88,-1.9,-0.678621704
3802,Lukolela Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys lukolelae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,1528.75,-0.94,-1.377819601
3803,Least Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.83,1494.33,-1.32,-1.227193741
3804,Misonne's Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys misonnei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,1530.76,-0.47,-1.246321473
3805,Cameroon Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys morio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.75,1274,4.46,-2.176229253
3806,Riverine Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys mutoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.71,1540.14,0.58,-1.296391544
3807,Gotel Mountain Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys obscurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3808,Petter's Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys petteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3809,West African Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys rostratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.26,1370.68,6.38,-1.608614833
3810,Tullberg's Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys tullbergi,F3,A1,3,3,F4,A1,4,3,A1,NA,0,1,E4,NA,0,1,151.1,1172.24,1.98,-0.725535663
3811,Verschuren's Soft-Furred Mouse,Rodentia,Muridae,Praomys,Praomys verschureni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.5,1468.74,0.45,-0.896326005
3812,Red-Bellied Mosaic-Tailed Rat,Rodentia,Muridae,Protochromys,Protochromys fellowsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.65,1598,-5.7,-3.441898322
3813,Fat Sand Rat,Rodentia,Muridae,Psammomys,Psammomys obesus,F1,G2,3,4,F1,F2,4,4,G2,NA,0,1,G2,C5,2,2,9.16,152.96,26.8,2.204293119
3814,Lesser Sand Rat,Rodentia,Muridae,Psammomys,Psammomys vexillaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51,145.98,32.02,2.221261039
3815,Bishop Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys berniceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3816,Huon Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys carlae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3817,Laurie's Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys eleanorae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3818,One-Toothed Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys ellermani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.67,1657.36,-5.95,-3.360213232
3819,Mottled-Tailed Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys fuscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.03,1660.79,-6.06,-3.051705611
3820,German's Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys germani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3821,Eastern Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys murinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.75,1649.22,-6.63,-3.165830546
3822,Musser's Shrew Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys musseri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.49,1695,-3.54,-2.310768355
3823,Western Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.72,1721.97,-4.56,-2.200586448
3824,Woolley's Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys patriciae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3825,Southern Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys pumehanae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3826,White-Bellied Moss Mouse,Rodentia,Muridae,Pseudohydromys,Pseudohydromys sandrae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3827,Ash-Grey Mouse,Rodentia,Muridae,Pseudomys,Pseudomys albocinereus,C1,A1,3,3,C1,A1,"4, 6",3,A1,NA,0,1,1,NA,0,1,38.5,387.13,-29.94,1.562621736
3828,Silky Mouse,Rodentia,Muridae,Pseudomys,Pseudomys apodemoides,C1,A1,1,2,D2,A1,"4, 6",3,A1,NA,0,1,1,NA,0,1,36.7,383.93,-35.81,1.58483982
3829,Plains Mouse,Rodentia,Muridae,Pseudomys,Pseudomys australis,F1,A1,3,3,F1,F2,"4, 6",3,A1,NA,0,1,1,A1,2,2,16.65,179.55,-28.98,2.091455357
3830,Bolam's Mouse,Rodentia,Muridae,Pseudomys,Pseudomys bolami,F2,A1,1,2,F2,A1,4,2,A1,F2,1,2,1,NA,0,1,16.97,242.51,-30.9,1.991690124
3831,Kakadu Pebble Mouse,Rodentia,Muridae,Pseudomys,Pseudomys calabyi,F2,A1,1,3,F2,A1,4,3,A1,NA,0,1,1,NA,0,1,NA,NA,NA,NA
3832,Western Pebble Mouse,Rodentia,Muridae,Pseudomys,Pseudomys chapmani,G1,F2,1,3,G1,A1,4,3,A1,G1,1,2,1,NA,0,1,21.5,298.2,-23.89,1.862617975
3833,Delicate Mouse,Rodentia,Muridae,Pseudomys,Pseudomys delicatulus,D2,F2,1,3,F4,A1,4,3,A1,NA,0,1,1,NA,0,1,67.52,752.21,-17.77,0.722985319
3834,Desert Mouse,Rodentia,Muridae,Pseudomys,Pseudomys desertor,F2,F1,3,3,F2,F1,4,2,F1,NA,0,1,E3,F2,1,2,19.89,297.22,-24.19,1.879600248
3835,Shark Bay Mouse,Rodentia,Muridae,Pseudomys,Pseudomys fieldi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.71,NA
3836,Smoky Mouse,Rodentia,Muridae,Pseudomys,Pseudomys fumeus,C1,D2,1,3,C1,D2,4,3,A1,C1,2,2,C4,C2,1,2,63.74,676.23,-36.72,0.876007345
3837,Eastern Chestnut Mouse,Rodentia,Muridae,Pseudomys,Pseudomys gracilicaudatus,F2,F3,3,3,F2,F3,4,2,F2,NA,0,1,E4,NA,0,1,89.69,960.58,-24.45,0.189862251
3838,Sandy Inland Mouse,Rodentia,Muridae,Pseudomys,Pseudomys hermannsburgensis,G1,A1,1,3,G1,A1,4,3,A1,NA,0,1,E2,NA,0,1,20.96,287.72,-24.73,1.883903466
3839,Long-Tailed Mouse,Rodentia,Muridae,Pseudomys,Pseudomys higginsi,D2,D3,3,3,D2,D3,4,3,A1,NA,0,1,E2,A1,1,2,71.57,611.02,-42.19,0.900880296
3840,Central Pebble Mouse,Rodentia,Muridae,Pseudomys,Pseudomys johnsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.54,420.04,-19.52,1.578989087
3841,Western Chestnut Mouse,Rodentia,Muridae,Pseudomys,Pseudomys nanus,F2,D1,3,3,F2,D1,4,2,A1,D1,1,2,E2,NA,0,1,58.99,686.66,-21.2,0.905652516
3842,New Holland Mouse,Rodentia,Muridae,Pseudomys,Pseudomys novaehollandiae,F2,A1,1,2,F2,A1,4,2,A1,NA,0,1,1,NA,0,1,75.67,692.66,-35.32,0.736089862
3843,Western Mouse,Rodentia,Muridae,Pseudomys,Pseudomys occidentalis,D2,A1,1,2,E1,A1,"4, 6",4,A1,NA,0,1,1,NA,0,1,46.35,407.92,-33.27,1.455230401
3844,Hastings River Mouse,Rodentia,Muridae,Pseudomys,Pseudomys oralis,D2,A1,1,3,D2,D5,4,3,A1,D2,1,2,1,NA,NA,0,81.84,764.71,-31.35,0.56612765
3845,Eastern Pebble Mouse,Rodentia,Muridae,Pseudomys,Pseudomys patrius,F2,A1,1,2,F2,A1,4,3,A1,NA,0,1,1,NA,0,1,89.5,1040,-19.73,0.069721785
3846,Pilliga Mouse,Rodentia,Muridae,Pseudomys,Pseudomys pilligaensis,F4,A1,1,2,F4,A1,4,3,A1,NA,0,1,1,NA,0,1,59.4,727.66,-30.36,0.838746532
3847,Heath Mouse,Rodentia,Muridae,Pseudomys,Pseudomys shortridgei,F4,A1,1,2,F4,A1,4,2,A1,NA,0,1,E2,NA,0,1,50.51,441.02,-35.42,1.36440708
3848,Burnished Enggano Rat,Rodentia,Muridae,Rattus,Rattus adustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.4,NA
3849,Indochinese Forest Rat,Rodentia,Muridae,Rattus,Rattus andamanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.27,1091.22,19.07,-0.756557124
3850,Annandale's Sundaic Rat,Rodentia,Muridae,Rattus,Rattus annandalei,F2,F5,1,3,F2,F5,4,3,A1,F2,2,2,C4,NA,0,1,195.77,1667.15,2.97,-1.915001483
3851,Vogelkop Mountain Rat,Rodentia,Muridae,Rattus,Rattus arfakienis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3852,Ricefield Rat,Rodentia,Muridae,Rattus,Rattus argentiventer,F2,E1,3,3,E4,F2,"4, 6",4,A1,E4,2,2,E2,NA,0,1,157.85,1263.86,8.24,-0.931127599
3853,Western New Guinea Mountain Rat,Rodentia,Muridae,Rattus,Rattus arrogans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3854,Kinabalu Rat,Rodentia,Muridae,Rattus,Rattus baluensis,F2,F1,1,2,F2,F1,4,2,F1,NA,0,1,E3,NA,0,1,227.5,1840,6.07,-2.485478013
3855,Aceh Rat,Rodentia,Muridae,Rattus,Rattus blangorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3856,Southwestern Xanthurus Rat,Rodentia,Muridae,Rattus,Rattus bontanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,-5.41,NA
3857,Miller's Nicobar Rat,Rodentia,Muridae,Rattus,Rattus burrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48,NA
3858,Dusky Rat,Rodentia,Muridae,Rattus,Rattus colletti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.53,958.99,-12.59,0.088096862
3859,Sula Archipelago Rat,Rodentia,Muridae,Rattus,Rattus elaphinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,NA,-1.82,NA
3860,Enggano Island Rat,Rodentia,Muridae,Rattus,Rattus enganus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.4,NA
3861,Philippine Forest Rat,Rodentia,Muridae,Rattus,Rattus everetti,F2,E1,1,2,F2,A1,"4, 6",4,E1,A1,2,2,E3,A1,2,2,208.14,1470.06,12.1,-1.731241592
3862,Polynesian Rat,Rodentia,Muridae,Rattus,Rattus exulans,F3,F2,1,2,F4,F3,4,4,F2,A1,1,2,E3,NA,0,1,163.09,1144.34,12.96,-0.797951419
3863,Spiny Seram Island Rat,Rodentia,Muridae,Rattus,Rattus feliceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,-3.26,NA
3864,Bush Rat,Rodentia,Muridae,Rattus,Rattus fuscipes,F4,A1,3,4,F4,A1,4,3,A1,NA,0,1,E3,NA,0,1,75.52,716.85,-26.98,0.700382748
3865,Giluwe Rat,Rodentia,Muridae,Rattus,Rattus giluwensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.98,1596.99,-5.91,-4.09721782
3866,Hainald's Flores Island Rat,Rodentia,Muridae,Rattus,Rattus hainaldi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.5,NA,-8.62,NA
3867,Hoffmann's Sulawesi Rat,Rodentia,Muridae,Rattus,Rattus hoffmanni,D3,D1,3,3,D3,D1,4,3,A1,F2,1,2,E2,NA,0,1,229.41,1812.6,-1.97,-2.461760482
3868,Hoogerwerf's Sumatran Rat,Rodentia,Muridae,Rattus,Rattus hoogerwerfi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.99,1522,3.95,-0.886696897
3869,Yapen Rat,Rodentia,Muridae,Rattus,Rattus jobiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.99,NA,-1.26,NA
3870,Koopman's Peleng Island Rat,Rodentia,Muridae,Rattus,Rattus koopmani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,-1.4,NA
3871,Sumatran Mountain Rat,Rodentia,Muridae,Rattus,Rattus korinchi,F4,C1,1,2,F4,D2,4,3,A1,D2,1,2,C4,NA,0,1,292.49,1643.78,-0.83,-2.808901261
3872,Cape York Rat,Rodentia,Muridae,Rattus,Rattus leucopus,F2,A1,3,3,F4,F2,"4, 6",3,A1,NA,0,1,E4,NA,0,1,223.09,1487.74,-11.78,-1.902110618
3873,Losea Rat,Rodentia,Muridae,Rattus,Rattus losea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.3,1158.42,18.69,-0.706234639
3874,Mentawai Archipelago Rat,Rodentia,Muridae,Rattus,Rattus lugens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,-2.13,NA
3875,Australian Swamp Rat,Rodentia,Muridae,Rattus,Rattus lutreolus,F4,NA,0,1,F4,F1,4,2,F4,NA,0,1,E4,NA,0,1,77,702.04,-29.7,0.708899229
3876,Marmoset Xanthurus Rat,Rodentia,Muridae,Rattus,Rattus marmosurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.99,1813.54,-1.41,-2.439940094
3877,Mindoro Mountain Rat,Rodentia,Muridae,Rattus,Rattus mindorensis,F5,D2,1,2,F5,D2,4,2,D3,NA,0,1,E4,NA,0,1,196.39,NA,12.86,NA
3878,Lampobatang Sulawesi Rat,Rodentia,Muridae,Rattus,Rattus mollicomulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,-5.32,NA
3879,Sri Lankan Mountain Rat,Rodentia,Muridae,Rattus,Rattus montanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.99,1614,6.88,-1.691294672
3880,Eastern Rat,Rodentia,Muridae,Rattus,Rattus mordax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.18,1704.86,-8.83,-2.23641159
3881,Halmahara Rat,Rodentia,Muridae,Rattus,Rattus morotaiensis,E4,F1,3,3,E4,F1,"4, 6",3,G4,A1,1,2,E4,NA,0,1,174,NA,2.31,NA
3882,Nikeni's Rat,Rodentia,Muridae,Rattus,Rattus nikenii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3883,Moss-Forest Rat,Rodentia,Muridae,Rattus,Rattus niobe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3884,Himalayan Field Rat,Rodentia,Muridae,Rattus,Rattus nitidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.37,1046.46,21.25,-0.515741802
3885,Brown Rat,Rodentia,Muridae,Rattus,Rattus norvegicus,F4,E2,1,3,F4,E2,4,3,A1,E2,2,2,E3,NA,0,1,NA,NA,NA,NA
3886,New Guinea Rat,Rodentia,Muridae,Rattus,Rattus novaeguineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.33,1679.49,-7.08,-3.121760396
3887,Arianus' Rat,Rodentia,Muridae,Rattus,Rattus omichlodes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3888,Osgood's Vietnamese Rat,Rodentia,Muridae,Rattus,Rattus osgoodi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,1158.22,12.06,-0.587685023
3889,Palm Rat,Rodentia,Muridae,Rattus,Rattus palmarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18,NA
3890,Peleng Island Xanthurus Rat,Rodentia,Muridae,Rattus,Rattus pelurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,-1.4,NA
3891,Pocock's Highland Rat,Rodentia,Muridae,Rattus,Rattus pococki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3892,Large Spiny Rat,Rodentia,Muridae,Rattus,Rattus praetor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.06,1718.31,-4.95,-2.179007782
3893,Himalayan Rat,Rodentia,Muridae,Rattus,Rattus pyctoris,D2,NA,0,1,D2,A1,4,2,A1,NA,0,1,C4,C1,2,2,75.78,607.3,32.99,0.866121569
3894,Ranjini's Field Rat,Rodentia,Muridae,Rattus,Rattus ranjiniae,F4,E1,1,2,F4,E1,4,3,A1,E1,1,2,E5,NA,0,1,194.28,1189.75,9.52,-1.167524509
3895,House Rat,Rodentia,Muridae,Rattus,Rattus rattus,C5,NA,0,1,C5,NA,0,1,C4,NA,0,1,E5,NA,0,1,NA,NA,NA,NA
3896,Glacier Rat,Rodentia,Muridae,Rattus,Rattus richardsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.57,1726,-4.33,-1.705446551
3897,Southeastern Xanthurus Rat,Rodentia,Muridae,Rattus,Rattus salocco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3898,Sahyadris Forest Rat,Rodentia,Muridae,Rattus,Rattus satarae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3899,Simalur Archipelago Rat,Rodentia,Muridae,Rattus,Rattus simalurensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49,NA
3900,Canefield Rat,Rodentia,Muridae,Rattus,Rattus sordidus,D2,B1,1,2,F4,F2,4,3,A1,NA,0,1,E4,NA,0,1,132.05,1059.6,-16.62,-0.369420397
3901,Small Spiny Rat,Rodentia,Muridae,Rattus,Rattus steini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.17,1687.63,-5.66,-2.709741854
3902,Andaman Rat,Rodentia,Muridae,Rattus,Rattus stoicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA
3903,Oriental House Rat,Rodentia,Muridae,Rattus,Rattus tanezumi,F2,A1,3,3,F2,G1,"4, 6",4,A1,G1,1,2,E3,NA,0,1,NA,NA,NA,NA
3904,Tawitawi Forest Rat,Rodentia,Muridae,Rattus,Rattus tawitawiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19,NA
3905,Timor Forest Rat,Rodentia,Muridae,Rattus,Rattus timorensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.49,NA,-9.55,NA
3906,Malaysian Field Rat,Rodentia,Muridae,Rattus,Rattus tiomanicus,F4,E5,3,2,F5,D2,4,3,D1,F4,2,2,C4,NA,0,1,237.71,1664.86,1.23,-2.31466267
3907,Pale Field Rat,Rodentia,Muridae,Rattus,Rattus tunneyi,F3,F2,1,3,F3,A1,4,3,A1,NA,0,1,E3,NA,0,1,79.94,870.41,-19.75,0.422067019
